Small Unit Installation Postcode,Previous Years (2001-2017) - Installations Quantity,Previous Years (2001-2017) - SGU Rated Output In kW,Jan 2018 - Installations Quantity,Jan 2018 - SGU Rated Output In kW,Feb 2018 - Installations Quantity,Feb 2018 - SGU Rated Output In kW,Mar 2018 - Installations Quantity,Mar 2018 - SGU Rated Output In kW,Apr 2018 - Installations Quantity,Apr 2018 - SGU Rated Output In kW,May 2018 - Installations Quantity,May 2018 - SGU Rated Output In kW,Jun 2018 - Installations Quantity,Jun 2018 - SGU Rated Output In kW,Jul 2018 - Installations Quantity,Jul 2018 - SGU Rated Output In kW,Aug 2018 - Installations Quantity,Aug 2018 - SGU Rated Output In kW,Sep 2018 - Installations Quantity,Sep 2018 - SGU Rated Output In kW,Oct 2018 - Installations Quantity,Oct 2018 - SGU Rated Output In kW,Nov 2018 - Installations Quantity,Nov 2018 - SGU Rated Output In kW,Dec 2018 - Installations Quantity,Dec 2018 - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
3888,395,1437.854,0,0,4,22.28,3,12.64,3,17.84,8,75.3,8,51.95,7,38.7,6,29.6,3,16.3,3,19.125,4,24.44,9,94.96,1,6.48,2,13.27,6,36.23,7,38.51,3,11.18,6,34.965,1,6.48,6,83.215,3,22.35,3,18.4,3,17.975,3,11.67,497,2141.714
3889,20,59.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.93,1,10.464,0,0,1,5.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.34,0,0,0,0,0,0,27,99.739
3890,41,171.982,0,0,0,0,2,7.28,0,0,0,0,0,0,1,3.3,1,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.56,0,0,0,0,1,2.79,1,12.24,0,0,0,0,0,0,48,221.962
3891,31,78.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.65,0,0,0,0,1,8.58,1,6,0,0,0,0,1,6,1,4.65,0,0,36,105.345
3892,196,459.102,0,0,0,0,3,14.58,1,6.6,3,90.42,1,4.32,3,65.5,0,0,0,0,2,7.59,7,36.57,2,9.92,0,0,1,3.78,1,3.135,1,5.58,3,17.2,3,26.92,2,10.8,0,0,2,8.8,1,6.4,2,11.55,1,5.89,235,794.657
3893,3,20.64,0,0,0,0,0,0,0,0,0,0,0,0,1,10.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31.555
3895,19,85.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.2,1,6.48,1,7.7,1,10.45,1,6.6,0,0,0,0,0,0,0,0,1,6.035,25,128.835
3896,40,206.505,1,12.15,0,0,0,0,0,0,0,0,1,2.2,3,20.71,0,0,1,1.98,0,0,0,0,1,3,0,0,1,6.6,1,7.26,0,0,0,0,0,0,0,0,0,0,1,7.8,0,0,1,5.28,0,0,51,273.485
3898,80,323.954,1,4.68,1,13.37,0,0,1,1.8,0,0,4,18.375,4,32.44,1,9.72,0,0,0,0,4,14.35,0,0,3,49.5,0,0,0,0,2,9.84,2,14.58,0,0,2,13.98,0,0,1,4.4,1,5.04,1,8,1,3.63,109,527.659
3900,20,67.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.075,0,0,0,0,0,0,0,0,0,0,1,14.8,1,5.4,0,0,0,0,0,0,1,6.6,0,0,0,0,0,0,0,0,24,104.775
3902,36,126.262,0,0,0,0,0,0,0,0,2,14.9,0,0,2,16.17,4,27.44,0,0,0,0,0,0,1,28.035,1,2.2,2,12,2,9.44,0,0,1,5.4,1,4.95,0,0,1,4.13,1,6.49,0,0,0,0,1,6.2,55,263.617
3903,98,400.578,0,0,1,4.845,1,5.2,1,3.12,0,0,0,0,1,5.22,2,10.6,1,5.225,0,0,1,6.195,1,3.245,1,14.85,1,5.31,1,3.2,1,5.04,1,9.69,0,0,2,11.165,0,0,0,0,0,0,2,16.84,0,0,116,510.323
3904,222,792.546,0,0,5,28.05,6,21.715,2,9.795,4,24.748,2,10.51,1,3,2,10.495,4,24.54,2,9.618,2,10.415,1,5.31,3,20.35,2,12.31,4,35.04,3,18.6,0,0,0,0,1,7,5,30.73,7,48.325,9,55.995,3,18.7,4,22.98,294,1220.772
3909,931,3364.027,5,23.74,6,27.175,9,51.2,10,60.795,7,132.81,8,56.65,7,130.638,15,73.045,9,40.72,7,40.88,11,166.93,12,137.19,6,28.005,17,121.4,9,51.81,6,32.08,6,125.505,5,124.2,5,33.825,5,33.44,6,22.53,6,75.255,12,81.635,5,76.495,1125,5111.98
3910,1483,4809.741,9,46.92,11,74.82,13,71.32,10,53.105,12,82.875,20,122.215,16,94.785,19,101.895,20,141.945,23,122.23,20,133.185,36,208.96,23,127.21,28,205.86,22,136.905,17,114.4,14,82.98,9,64.055,15,103.625,9,64.26,12,83.145,19,117.815,17,117.095,21,140.85,1898,7422.196
3911,261,1268.959,2,11.1,5,25.35,4,27.8,5,44.87,2,24.93,3,21.71,6,63.88,5,27.03,5,44.19,3,16.77,3,26.48,5,46.69,3,24.585,7,66.515,3,32.175,9,73.85,2,18.6,2,32.61,3,16.115,2,16.17,2,22.98,5,41.715,6,46.91,3,23.43,356,2065.414
3912,1173,4096.285,15,85.555,6,52.655,11,63.925,12,59.175,4,29.955,6,81.84,9,51.455,10,174.89,12,67.04,13,86.81,16,96.64,12,183.275,16,96.39,17,105.515,17,153.395,14,80.275,5,25.79,3,47.175,5,39.36,6,47.78,10,82.655,14,88.785,16,94.145,16,196.455,1438,6187.22
3913,285,1032.281,0,0,2,9.66,1,5.13,0,0,0,0,1,5.13,3,43.94,4,27.445,3,23.64,2,18.54,1,6.16,2,12.6,5,47.4,4,18.47,5,47.97,3,25.92,0,0,5,123.6,1,3.84,6,35.12,2,16.74,5,30.545,3,18.48,4,39.63,347,1592.241
3915,643,2323.055,9,45.2,9,107.005,5,18.9,9,57.79,10,48.73,5,127.32,9,55.185,15,129.78,10,60.29,7,43.2,11,149.73,4,21.89,6,30.205,13,62.325,21,184.58,16,167.485,8,40.066,1,20.075,6,55.565,10,114.96,9,52.34,11,61.855,6,38.295,10,73.28,863,4089.106
3916,135,628.475,1,5.5,2,15,2,11.895,4,54.31,3,25.323,0,0,1,21.6,1,6,2,10.17,3,16.185,0,0,2,13.8,0,0,1,5.31,1,5.2,0,0,2,15.98,4,36.33,2,25.18,1,9.24,0,0,2,10.62,2,26.84,1,8.4,172,951.358
3918,363,1250.998,2,10.53,4,18,5,31.17,3,20.715,5,29.765,1,6.2,2,16.74,7,43.835,4,14.37,3,14.76,6,43.71,2,8.71,11,55.17,14,72.75,8,41.84,12,71.86,3,16.565,1,6.2,10,55.685,21,113.505,8,52.8,12,61.8,14,70.87,14,72.92,535,2201.468
3919,238,714.525,0,0,4,28.17,1,5.94,3,16.77,1,4.86,2,6.66,3,13.71,2,7.585,5,27.68,4,21.95,4,22.87,2,12.09,2,9.42,4,23.57,6,43.815,2,12.6,2,12.015,1,6.3,3,12.64,4,29.555,3,31.185,2,11.64,4,22.28,1,4.95,303,1102.78
3921,51,139.061,2,12.4,0,0,0,0,0,0,2,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.2,0,0,0,0,0,0,0,0,0,0,1,4.8,0,0,1,8.505,0,0,0,0,58,176.096
3922,941,3317.083,16,79.655,17,178.95,11,55.415,14,90.625,17,74.4,14,96.13,17,114.096,16,81.76,26,152.18,30,173.245,18,175.275,14,150.115,12,77.24,18,124.91,27,246.95,16,198.07,15,102.225,7,55.425,8,96.67,15,118.675,9,62.2,27,262.85,20,130.105,18,271.005,1343,6485.254
3923,101,317.647,2,10.165,2,11.23,0,0,1,6.44,2,7.655,1,5.61,0,0,0,0,1,6.1,2,10.26,2,15.645,1,10.24,3,19.71,5,40.98,1,6.4,1,6.3,1,6.6,3,25.415,2,11.25,2,11.775,0,0,1,6.6,2,11.955,0,0,136,547.977
3925,392,1452.781,1,5.2,6,30.58,5,193.5,6,28.675,6,33.73,8,53.875,4,19.81,8,43.855,5,25.04,9,49.44,9,55,10,65.54,5,123.525,10,74.095,11,62.515,5,35.385,7,69.04,6,64.525,9,85.32,3,23.055,6,33.6,6,60.985,4,30.225,4,29.815,545,2749.111
3926,361,1462.08,4,23.13,3,17.23,3,17.52,2,9.99,4,13.4,2,30.78,1,5.415,3,45.365,6,43.01,4,24.775,9,74.881,4,41.3,4,23.6,5,38.35,12,73.19,5,47.155,1,6,1,4.125,4,22.23,4,26.555,5,26.165,4,31.67,4,24.805,5,37.585,460,2170.306
3927,178,577.725,5,22.57,4,23.635,3,27.012,3,14.39,1,5.5,3,15.75,1,3.05,2,8.08,3,18.235,2,10.04,6,69.95,9,45.555,1,2.475,0,0,4,34.365,5,58.385,4,26.3,2,12.17,2,16.38,4,20.38,3,12.46,2,7.425,3,18.95,8,45.525,258,1096.307
3928,63,432.396,1,3.36,2,14.275,1,2.24,0,0,2,27.195,0,0,0,0,0,0,1,8.525,1,6.3,0,0,1,14.4,0,0,0,0,2,13.155,0,0,1,3,0,0,0,0,1,10.2,0,0,2,31.68,0,0,1,19.8,79,586.526
3929,148,633.697,0,0,2,9.67,1,5.44,3,25.6,1,5.13,2,21.82,4,39.85,1,8.4,2,24.99,3,40.71,5,51.42,4,52.33,0,0,2,13.37,4,30.645,3,49.8,1,4.4,1,8.235,0,0,1,6.08,5,66.94,3,16.33,1,24.84,4,39.61,201,1179.307
3930,988,3673.785,22,126.13,12,75.67,19,120.005,15,108.106,12,73.76,9,74.025,10,61.795,15,105.645,17,112.775,14,83.76,17,112.935,22,147.31,21,134.61,30,229.83,21,121.08,13,118.21,24,156.98,11,102.79,8,154.62,11,66.41,12,85.585,28,207.325,10,75.48,15,123.62,1376,6452.241
3931,1678,4831.504,23,105.835,9,85.82,14,69.275,10,56.395,15,68.585,7,42.815,13,104.105,10,113.46,11,68.145,21,121.33,25,233.015,21,157.65,20,108.48,31,298.29,16,89.465,27,145.907,12,65.46,6,41.53,16,104.955,24,167.092,18,109.335,23,183.44,24,226.5,26,200.435,2100,7798.823
3933,93,734.784,2,18.69,3,53.85,0,0,0,0,1,5.94,0,0,1,10.8,3,49.04,1,13.2,1,14,5,70.585,1,6.16,1,6.6,1,6.6,0,0,4,37.2,1,6.555,0,0,1,5.04,0,0,1,5.4,0,0,1,13.2,7,184.045,128,1241.689
3934,1318,4030.484,13,111.665,12,74.29,12,72,14,152.455,11,84.25,7,40.985,13,85.075,10,72.195,17,101.72,21,171.365,27,163.67,20,150.48,27,169.54,23,147.113,15,98.055,17,111.865,11,76.557,10,85.885,16,107.23,27,170.295,10,67.86,13,84.375,16,124.54,22,281.15,1702,6835.099
3936,867,2937.413,6,62.36,8,43.795,8,53.79,2,16.19,4,18.3,7,44.195,12,96.67,13,85.29,10,59.705,14,96.845,17,153.705,9,79.192,4,29.43,15,92.819,11,65.2,12,82.345,12,164.395,5,30.39,7,38.41,7,74.255,9,54.38,10,65.565,14,84.84,14,95.72,1097,4625.199
3937,166,864.74,3,22.302,0,0,4,25.74,2,17.84,0,0,0,0,0,0,2,10.17,2,11.685,2,8.42,1,20.79,1,6.05,1,5.985,1,99.82,3,15.26,1,15.125,1,10.2,3,38.28,0,0,3,21.82,2,16.76,3,31.915,3,19.325,3,26.12,207,1288.347
3938,287,876.365,2,7.3,7,39.21,4,35.68,1,3.9,1,5.4,1,9.44,1,4.2,0,0,4,24.865,2,11.825,3,19.39,4,20.32,3,14.05,4,34.575,3,17.452,5,35.595,3,21.595,3,24.215,2,10.89,4,20.55,4,22.155,3,15.225,2,13.2,3,15.34,356,1302.737
3939,1266,4096.401,17,79.665,11,53.71,14,111.205,4,25.67,3,16.31,3,21.4,11,65.42,9,67.23,12,66.28,9,52.735,7,57.895,20,412.03,13,90.6,22,236.035,26,276.167,14,184.345,14,104.18,9,64.53,6,31.645,8,139.555,13,85.82,12,128.88,12,71.195,18,115.785,1553,6654.688
3940,272,764.366,1,3.9,3,9.53,4,19.12,3,13.54,2,10.76,4,47.2,0,0,2,18.52,3,17.945,0,0,4,26.02,1,5.13,3,18.275,3,28.42,6,29.16,6,37.5,4,26.9,1,5.67,1,5.7,1,6.615,4,36.285,4,25.25,2,10.02,3,44.4,337,1210.226
3941,1000,3156.439,13,71.51,12,61.91,13,73.145,13,77.786,14,86.62,7,44.78,14,78.035,11,74.31,16,95.38,20,111.985,24,121.86,10,67.585,20,110.075,20,121.033,12,76.855,14,83.95,10,59.795,13,119.69,5,28.77,12,68.855,12,72.225,13,87.565,19,120.345,14,97.675,1331,5168.178
3942,246,791.106,4,21.6,1,2.2,3,13.98,0,0,4,18.9,3,16.58,3,18.765,2,8.34,3,19.905,4,25.56,7,40.575,4,29.075,3,15.665,4,27.625,3,19.6,1,6.6,3,18.33,3,17.31,1,5.22,8,51.49,4,23.885,5,24.875,7,56.95,6,38.52,332,1312.656
3943,228,880.115,2,9.51,5,28.94,1,5.4,2,18.36,4,20.9,2,18.74,4,21.125,3,16.15,5,35.85,3,16.935,3,47.255,2,10.065,4,21.38,3,11.145,7,39.44,3,32.445,4,39.64,5,57.155,4,32.75,5,53.685,2,12.06,2,11.82,8,58.04,5,36.9,316,1535.805
3944,91,427.043,0,0,3,14.64,1,5.94,3,20.19,0,0,1,12.76,0,0,1,5.13,1,4.5,2,10.2,1,4.02,3,32.94,0,0,1,18,1,30.16,0,0,0,0,2,15.725,1,6.6,2,17.28,2,12.57,2,12.505,0,0,1,30.5,119,680.703
3945,137,483.261,2,11.71,0,0,0,0,1,6.5,3,18.36,2,11.15,2,7.565,2,12,2,27.18,1,4.95,5,24.005,3,19.2,2,9.625,4,39.805,12,134.65,1,39.9,3,17.955,2,8.65,0,0,1,21.735,1,5.04,2,10,0,0,2,16.845,190,930.086
3946,31,113.745,1,3.24,0,0,0,0,0,0,0,0,0,0,0,0,1,8.26,2,12.1,1,6.5,0,0,0,0,0,0,0,0,0,0,1,6.5,0,0,1,4.2,1,4.8,0,0,0,0,0,0,0,0,0,0,39,159.345
3950,484,1996.299,3,13.81,4,16.98,10,70.33,5,27.17,8,81.31,4,90.89,7,35.92,3,10.59,5,27.73,7,105.595,11,55.43,3,113.48,2,25.745,5,29.13,2,15.84,4,28.05,10,55.745,3,14.725,1,6.6,1,12.73,2,9.6,3,20.58,6,41.145,4,28.485,597,2933.909
3951,111,428.307,0,0,0,0,0,0,2,10.17,2,20.69,4,27.63,2,8.78,4,23.23,7,51.565,5,33.91,5,48.08,1,6,2,11.8,0,0,2,20.515,2,6.6,2,6.525,2,23.445,2,12.35,0,0,0,0,1,7.41,3,25.57,1,20.13,160,792.707
3953,752,3083.31,3,17.28,8,38.515,11,74.105,10,94.175,10,66.185,9,53.27,11,94.44,7,35.24,8,65.135,8,70.975,16,130.78,7,55.565,10,92.68,13,160.29,11,61.52,11,78.49,6,55.91,7,93.04,4,27.61,10,88.31,4,21.1,6,36.535,8,75.175,12,131.895,962,4801.53
3954,51,191.785,0,0,1,3.025,0,0,1,6.875,1,5.94,3,22.72,0,0,0,0,1,2.2,0,0,0,0,0,0,1,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13.095,2,12.27,1,6.5,0,0,64,270.71
3956,493,1668.54,1,3.24,5,24.65,2,7.75,6,35.815,6,35.9,10,65.575,4,18.65,3,13.365,5,27.69,4,49.14,10,64.08,6,86.355,8,71.435,10,53.315,5,34.155,2,12,8,54.565,2,13.75,6,121.2,2,42.99,8,46.65,4,23.28,5,28.185,3,34.18,618,2636.455
3957,38,145.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25.935,0,0,1,5.985,0,0,2,34.2,0,0,0,0,2,40.26,45,252.162
3958,22,94.14,0,0,1,9.156,0,0,0,0,0,0,0,0,1,5.31,0,0,0,0,0,0,0,0,2,12.6,0,0,0,0,0,0,0,0,1,6.6,1,6.05,0,0,0,0,0,0,0,0,0,0,1,0.9,29,134.756
3959,261,837,4,20.72,0,0,4,44.13,0,0,3,19,1,5.94,1,3.3,1,3.2,3,15.325,1,4.125,2,11.28,4,22.98,2,7.695,4,20.76,3,14.9,2,18.73,3,30.935,0,0,1,10.26,1,6.3,3,12.44,4,48.55,1,4.29,5,36.435,314,1198.295
3960,426,1541.285,0,0,5,74.61,6,55.91,2,11.15,6,48.185,2,10.33,4,18.97,1,6.05,3,12.925,2,11.01,1,6.6,1,4.4,5,69.01,2,9.075,5,28.125,1,6.6,3,12.515,3,16.04,1,98.415,2,8.94,2,11.6,5,104.055,5,30.575,7,45.495,500,2241.87
3962,156,474.405,0,0,1,4.48,3,13.18,1,5.5,2,10.08,0,0,3,39.05,1,6.5,1,6.6,0,0,1,5.12,0,0,1,6.4,4,63.88,2,11,1,13.2,0,0,0,0,0,0,2,10.065,1,6.6,0,0,1,6.6,0,0,181,682.66
3964,24,83.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.15,0,0,0,0,1,6.3,0,0,0,0,0,0,0,0,1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,102.91
3965,39,131.886,0,0,3,10.98,1,6.5,0,0,0,0,0,0,0,0,1,6.27,0,0,1,6.6,0,0,0,0,0,0,0,0,1,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6,47,175.136
3966,56,178.34,0,0,3,9.8,3,15.7,0,0,0,0,2,9.98,0,0,5,39.9,2,8.8,2,25.44,0,0,0,0,1,3.025,0,0,0,0,0,0,1,5.13,0,0,2,45.6,0,0,1,25.11,1,6.4,2,13.005,1,2.64,82,388.87
3967,21,84.01,0,0,0,0,0,0,0,0,0,0,0,0,3,17.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,101.88
3971,480,1729.272,1,4.94,5,32.025,4,36.3,3,22.37,1,16.2,5,19.91,9,68.065,5,39.665,6,39.83,3,15.94,1,4.55,1,4.5,2,11.46,12,66.185,7,44.925,4,18.66,6,33.905,2,10.11,8,87.995,0,0,13,78.095,4,18.265,3,26.415,1,26.64,586,2456.222
3975,1330,4426.528,6,26.64,7,31.96,9,48.22,13,69.76,19,104.155,10,55.62,8,50.615,13,76.16,28,171.585,36,225.82,43,265.965,30,284.775,33,204.185,26,166.755,33,195.665,15,85.735,14,87.945,10,75.895,13,74.18,24,200.27,31,172.515,37,206.47,57,344.78,36,215.08,1881,7867.278
3976,1653,4579.36,9,42.55,13,58.065,18,83.72,7,32.2,13,59.88,11,59.155,19,137.805,11,53.957,20,113.705,32,174.61,34,193.54,20,113.86,23,128.08,27,159.41,23,128.24,31,171.915,10,56.38,5,25.305,9,55.115,15,182.3,20,120.96,22,135.17,41,259.27,40,293.875,2126,7418.427
3977,6945,22500.486,61,347.855,93,462.675,84,448.39,80,393.68,84,517.45,85,458.675,76,459.615,85,687.135,150,973.48,193,1175.745,221,1365.565,141,862.55,169,1033.675,142,938.99,176,1090.665,156,1048.36,94,560.285,32,218.015,67,411.365,120,749.7,165,1065.92,226,1465.175,247,1649.705,229,1530.74,10121,42415.896
3978,761,3163.942,30,159.385,27,142.6,32,155.975,32,226.64,46,347.735,33,191.405,46,262.852,53,330.847,89,515.425,133,786.42,123,709.46,98,654.24,101,598.5,113,652.34,118,681.935,79,502.609,62,435.24,28,169.145,37,226.84,116,716.48,113,723.975,174,1120.53,187,1213.245,161,1040.615,2792,15728.38
3979,42,177.44,0,0,0,0,0,0,0,0,0,0,2,12.42,0,0,0,0,0,0,0,0,1,6.51,1,16.08,0,0,2,11.16,1,6.3,0,0,0,0,0,0,2,12.2,2,15.42,1,6.55,0,0,0,0,0,0,54,264.08
3980,346,1228.462,2,7.855,1,5.94,3,18.56,4,26.43,4,29.355,1,6.27,5,38.94,5,48.43,4,28.505,14,99.72,5,120.01,2,14.3,5,32.7,5,33.89,5,32.58,2,12.17,6,51.435,1,6.6,3,21.245,4,21.28,2,12.585,3,23.46,2,13.2,2,13.2,436,1947.122
3981,418,1784.178,5,35.11,4,52.33,14,68.525,1,6.72,6,28.55,5,63.08,10,60.88,5,126.735,10,74.57,7,46.585,5,29.27,3,45.595,7,41.37,6,44.905,8,50.125,3,53.115,3,20.375,9,123.57,3,17.65,3,27.855,5,29.945,5,37.605,5,26.355,3,18.615,553,2913.613
3984,690,2386.361,0,0,7,40.21,8,62.54,8,44.615,6,43.54,1,5.13,6,29.545,7,37.95,5,28.74,9,55.51,14,83.86,11,77.205,7,31.855,9,51.42,11,64.01,7,41.145,10,76.585,4,29.6,4,22.01,13,90.515,9,54.905,17,97.625,11,112.82,8,84.25,882,3651.946
3987,181,651.478,2,15.28,2,8.07,2,18.15,1,4.95,2,11.93,0,0,2,12.1,3,30.57,1,13.2,3,24.6,0,0,2,13.11,4,26.31,4,63.1,4,35.515,1,7.8,2,24.68,0,0,1,5.225,2,16,0,0,2,8.305,2,12.87,2,8.43,225,1011.673
3988,123,459.92,2,10.26,1,3.9,3,89.78,0,0,3,25.51,3,24.675,8,72.38,3,31.06,1,6.6,0,0,0,0,3,16.38,3,25.01,2,10.725,2,10.76,1,6.3,2,18.5,0,0,0,0,1,7.875,1,6.21,3,17.655,1,20.46,0,0,166,863.96
3990,22,87.22,0,0,1,3.36,0,0,0,0,1,5.4,0,0,0,0,0,0,1,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,102.03
3991,68,242.667,1,3.78,1,5.94,0,0,1,5.5,1,4.86,0,0,1,5.13,1,3.35,0,0,1,5.5,0,0,2,12.1,1,10.08,0,0,0,0,1,6.6,2,19.185,1,6.6,0,0,0,0,2,18.84,0,0,1,6.6,1,6.3,86,363.032
3992,118,453.495,1,10.08,0,0,3,16.015,0,0,1,3.78,4,17.97,0,0,2,10.53,6,36,2,10.55,1,10.89,0,0,2,20.835,0,0,0,0,0,0,0,0,3,43.45,2,16.5,0,0,3,18.35,3,10.975,1,6.05,0,0,152,685.47
3995,1109,3898.545,10,39.33,19,92.875,9,52.685,15,111.01,9,48.955,19,166.2,14,75.75,9,51.975,15,75.415,21,124.795,17,104.925,14,173.26,15,82.195,26,209.125,20,127.515,12,104.68,22,184.645,8,71.645,8,44.375,11,61.403,18,104.12,17,117.315,13,68.655,17,152.83,1467,6344.223
3996,731,2560.095,7,37.655,5,30.54,10,46.105,10,42.645,10,50.575,7,32,14,76.27,2,10.25,8,42.75,15,82.11,30,123.985,11,132.13,8,133.63,13,93.605,11,79.77,8,61.4,11,70.235,7,134.05,7,56.445,0,0,10,56.265,9,94.935,14,81.509,12,194.12,970,4323.074
4000,162,877.383,3,17.63,2,45.6,0,0,2,8.03,2,9.32,0,0,1,8.25,4,35.81,1,7.848,0,0,2,13.68,4,32.255,4,22.85,0,0,1,5.232,1,6.3,4,152.01,2,13.2,2,59.04,0,0,0,0,1,97.875,1,5.25,5,149.92,204,1567.483
4001,12,117.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.28,0,0,13,119.466
4002,1,7.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.905
4004,7,27.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27.42
4005,367,1651.407,4,25.14,4,31.53,1,6.48,2,23.115,6,41.96,1,5.4,8,76.3,3,21.265,5,30.87,4,41.22,2,33.95,3,18.013,2,12.945,6,51.765,4,128.1,6,40.15,3,23.11,8,58.04,9,77.25,3,26.34,4,23.82,4,34.04,6,70.1,15,149.49,480,2701.8
4006,229,1754.395,0,0,2,18.54,2,34.185,4,49.25,2,16.5,7,116.35,2,13.75,3,116.21,1,6.6,4,117.57,4,151.93,3,50.22,3,18.07,7,56.51,4,40.53,4,79.19,3,98.91,4,53.825,3,19.415,3,38.85,4,219.24,3,50.13,9,125.505,7,186.24,317,3431.915
4007,459,2343.493,10,65.81,6,59.44,8,49.528,7,60.276,8,59.91,5,39.195,6,41.04,4,52.09,9,69.051,16,123.365,13,110.085,12,114.82,9,60.32,14,84.96,6,46.615,7,66.825,9,84.2,4,27.425,10,152.18,3,22.17,3,18.515,9,78.745,7,62.035,9,130.605,653,4022.698
4008,43,767.8,0,0,1,5.67,0,0,2,16.575,1,74.55,0,0,3,40.7,1,99.75,0,0,0,0,0,0,1,58.5,0,0,1,6.5,0,0,0,0,1,6.6,1,56.73,0,0,0,0,0,0,2,129.72,2,105.615,0,0,59,1368.71
4009,29,520.237,0,0,0,0,1,12.304,1,38.88,0,0,1,6.48,0,0,1,99.75,1,17.68,0,0,0,0,1,30.6,0,0,1,18.815,1,33,1,99.82,0,0,1,99.705,1,39.6,0,0,0,0,0,0,4,107.52,0,0,44,1124.391
4010,130,493.909,1,5.94,3,15.93,2,12.6,2,10.05,4,59.78,1,7.8,1,7.2,1,6.6,1,33.55,0,0,1,5.36,1,92.95,0,0,1,6.6,1,6.54,4,26.07,0,0,0,0,1,6.615,0,0,0,0,1,6.3,2,20.32,0,0,158,824.114
4011,908,3828.745,9,49.922,9,60.102,3,12.87,7,49.925,12,66.8,6,42.25,7,42.585,7,47.365,6,45.675,8,60.36,9,65.39,13,118.485,11,69.175,11,110.925,10,72.58,8,49.305,13,98.1,9,65.135,11,118.85,12,82.541,7,64.485,9,66.51,13,114.525,14,145.06,1132,5547.665
4012,1476,5085.72,12,76.839,12,61.82,12,71.005,11,69.815,12,91.305,9,49.7,5,31.38,8,52.165,6,42.79,14,94.255,16,92.83,7,48.168,11,64.175,11,74.075,7,50.685,20,120.297,10,72.825,11,79.26,22,156.875,17,119.324,5,28.89,23,198.77,23,157.96,21,197.56,1781,7188.488
4013,376,1639.335,2,12.44,0,0,4,28.37,3,112.76,3,17.32,0,0,3,16.098,1,9.8,2,12.65,2,16.38,3,30.355,6,144.355,3,26.86,4,55.095,4,32.28,2,13.2,5,31.515,7,40.755,5,120.695,5,43.385,4,42.93,4,24.475,8,49.77,10,79.955,466,2600.778
4014,1503,5404.229,7,73.555,12,78.625,15,128.99,9,49.44,12,150.175,13,208.13,15,95.105,12,74.85,15,117.88,12,75.901,11,191.605,12,188.42,13,76.935,13,183.875,13,189.605,16,120.125,9,95.04,13,148.4,19,121.615,15,96.63,18,219.67,14,114,17,211.96,21,319.6,1829,8734.36
